matchId,teamWon,goldEarned,kills,deaths,assists,cs,visionScore,totalDamageDealtToChampions,totalDamageDealt,teamDragons,teamBarons,teamTowers,enemyDragons,enemyBarons,enemyTowers
EUW1_7602790288,True,61193,34,9,58,756,158,89592,722078,3,1,10,1,0,5
EUW1_7603854493,False,68463,38,55,68,765,157,196522,708992,0,0,4,4,1,11
EUW1_7603926614,False,76890,43,57,55,834,148,134049,881005,2,1,5,3,0,12
EUW1_7603995523,True,77835,48,42,73,887,179,151307,989629,4,1,8,1,1,9
EUW1_7605096322,True,85314,42,35,71,1026,235,173597,1138161,5,2,11,1,0,6
EUW1_7605189521,True,58594,32,21,48,746,134,111377,680734,3,1,6,1,0,4
EUW1_7605248002,False,46944,13,30,12,735,117,66069,575768,0,0,4,4,1,8
EUW1_7606425486,False,74791,28,31,56,1053,221,101796,1040963,3,1,5,4,2,10
EUW1_7606517122,False,50992,19,28,31,730,114,80225,668548,1,0,1,3,1,10
EUW1_7606581735,False,68595,33,45,69,824,169,140579,819523,2,1,2,2,0,11
EUW1_7606647498,True,66663,37,12,58,861,164,103856,800593,4,1,12,0,0,4
